id,price,weekly_price,monthly_price
5441646,$70.00,$350.00,"$1,200.00"
5442470,$100.00,$650.00,"$1,400.00"
5442994,$60.00,$400.00,
5443456,$150.00,,
5444447,$60.00,,
5444590,$70.00,$450.00,"$1,400.00"
5445025,$35.00,,
5445785,$49.00,,
5446776,$40.00,,
5447983,$200.00,,
5448364,$230.00,$850.00,
5451508,$100.00,,
5452049,$173.00,,"$3,080.00"
5452339,$270.00,"$1,400.00","$4,000.00"
5452499,$200.00,"$1,050.00","$4,000.00"
5453808,$128.00,,
5454612,$50.00,$300.00,
5456017,$70.00,,
5457145,$180.00,,
5459866,$70.00,$500.00,
5459978,$80.00,,
5462565,$140.00,"$1,000.00","$3,300.00"
5462853,$80.00,,
5463253,$85.00,$500.00,"$1,800.00"
5464299,$100.00,$800.00,"$3,000.00"
5464517,$200.00,,
5464767,$70.00,$310.00,"$1,100.00"
5464782,$70.00,$500.00,"$2,000.00"
5465296,$110.00,,
5467401,$272.00,,
5468980,$230.00,,
5469095,$35.00,$240.00,$750.00
5469152,$59.00,$299.00,
5472495,$30.00,$180.00,$640.00
5472932,$55.00,$500.00,"$1,250.00"
5473135,$65.00,,
5473648,$128.00,$590.00,"$1,790.00"
5473794,$180.00,$800.00,"$2,400.00"
5474398,$55.00,,
5474711,$90.00,$550.00,
5474883,$55.00,$480.00,
5475013,$65.00,,"$1,500.00"
5475961,$75.00,$350.00,"$1,400.00"
5476404,$50.00,$420.00,
5476539,$153.00,"$1,100.00","$4,000.00"
5476831,$250.00,"$1,250.00","$4,000.00"
5477662,$58.00,,
5477803,$145.00,$880.00,"$2,950.00"
5478064,$30.00,,
5479425,$130.00,,
5480842,$60.00,,
5480893,$40.00,$300.00,
5483145,$72.00,$400.00,
5483170,$75.00,$430.00,"$1,502.00"
5484107,$85.00,,
5484263,$150.00,,"$1,950.00"
5484721,$35.00,$350.00,$700.00
5486890,$307.00,,
5487506,$66.00,,
5487865,$347.00,,
5488031,$160.00,,
5489103,$43.00,$250.00,
5490260,$70.00,,
5493274,$40.00,,
5493644,$300.00,"$1,150.00","$4,000.00"
5493787,$210.00,,
5494374,$80.00,$480.00,"$1,920.00"
5494683,$60.00,,
5494939,$65.00,$350.00,$990.00
5496342,$70.00,$700.00,
5496430,$150.00,,
5496467,$82.00,$610.00,"$1,600.00"
5497188,$80.00,,
5497258,$40.00,,
5497613,$190.00,$950.00,
5497786,$195.00,"$1,250.00",
5498446,$50.00,$360.00,
5498564,$525.00,,
5501566,$39.00,,
5501682,$117.00,$770.00,"$2,450.00"
5501871,$50.00,,
5502352,$68.00,,"$1,600.00"
5502669,$60.00,$250.00,
5502759,$92.00,$544.00,
5503149,$75.00,$600.00,
5503264,$490.00,,
5503321,$55.00,,
5504201,$249.00,,
5504333,$72.00,$350.00,"$1,190.00"
5504445,$65.00,,
5505080,$100.00,,
5505121,$290.00,,
5505268,$50.00,$200.00,$520.00
5505462,$40.00,$250.00,
5505687,$70.00,,
5505943,$115.00,,
5506303,$79.00,$540.00,"$1,600.00"
5506550,$180.00,$900.00,"$2,210.00"
5506846,$99.00,,
5506948,$60.00,$400.00,
5507299,$57.00,,
5508319,$52.00,$550.00,"$2,000.00"
5508812,$100.00,$450.00,
5508869,$110.00,,
5509055,$85.00,$510.00,
5509314,$85.00,,
5509648,$40.00,$250.00,$800.00
5510946,$50.00,,
5513632,$30.00,$200.00,
5513935,$61.00,$300.00,
5513949,$65.00,$400.00,
5514911,$142.00,,
5514927,$90.00,,
5515391,$60.00,$300.00,
5515516,$330.00,"$1,750.00","$5,500.00"
5515795,$220.00,"$1,250.00","$2,600.00"
5516176,$60.00,$400.00,$890.00
5517076,$95.00,$560.00,"$1,970.00"
5517347,$60.00,,
5517853,$179.00,,
5517960,$110.00,$700.00,"$2,300.00"
5518343,$225.00,"$1,250.00",
5518399,$40.00,,
5518794,$175.00,$650.00,"$2,500.00"
5518984,$69.00,,
5519301,$150.00,$750.00,
5521334,$136.00,,
5522088,$286.00,,
5522500,$140.00,,
5523769,$45.00,$270.00,
5526880,$59.00,$399.00,
5527310,$141.00,"$1,359.00","$4,225.00"
5527675,$79.00,,
5527995,$129.00,$980.00,"$2,590.00"
5528417,$50.00,$320.00,
5528842,$75.00,$450.00,"$1,800.00"
5529695,$50.00,$500.00,
5529721,$75.00,$600.00,"$1,800.00"
5530702,$163.00,"$1,050.00",
5530885,$205.00,"$1,323.00","$2,900.00"
5531880,$25.00,,
5532886,$38.00,$250.00,
5534393,$80.00,,
5534813,$80.00,,
5534898,$45.00,,
5534939,$50.00,$320.00,
5536093,$120.00,$725.00,"$2,400.00"
5537265,$41.00,$250.00,$700.00
5540829,$165.00,,
5540831,$85.00,$411.00,"$1,422.00"
5542077,$36.00,,
5542873,$52.00,,
5543716,$138.00,,
5544280,$60.00,$450.00,
5544688,$195.00,,
5544962,$60.00,$400.00,
5545653,$65.00,$450.00,"$1,850.00"
5546980,$135.00,$820.00,"$3,000.00"
5547596,$120.00,,
5547709,$150.00,$800.00,
5548513,$30.00,,
5548777,$195.00,,
5549171,$80.00,$630.00,
5550462,$65.00,,
5551496,$300.00,"$1,900.00","$6,000.00"
5551862,$180.00,$800.00,"$2,000.00"
5552311,$114.00,,
5552592,$110.00,$700.00,"$2,400.00"
5553608,$90.00,,
5554140,$140.00,$840.00,"$2,600.00"
5554441,$60.00,,
5555235,$60.00,$500.00,
5555288,$115.00,$800.00,
5555853,$130.00,$800.00,
5555992,$100.00,$900.00,"$2,200.00"
5556449,$195.00,$981.00,"$3,090.00"
5556885,$98.00,,"$1,890.00"
5558828,$90.00,,
5559025,$72.00,,
5560142,$28.00,$170.00,
5562173,$80.00,$490.00,
5563055,$50.00,,
5563973,$42.00,,
5564478,$90.00,,
5566198,$59.00,$500.00,"$1,350.00"
5566391,$550.00,,
5566772,$73.00,$450.00,
5568351,$80.00,$450.00,
5569671,$149.00,,
5574341,$75.00,$500.00,"$1,500.00"
5574855,$70.00,$295.00,$940.00
5574856,$70.00,$430.00,
5575063,$99.00,,
5575130,$49.00,,
5575175,$65.00,$380.00,
5575188,$45.00,$357.00,"$1,260.00"
5575782,$310.00,,
5575954,$45.00,$300.00,
5577330,$55.00,$550.00,
5577397,$65.00,,
5577695,$98.00,$600.00,"$2,200.00"
5578136,$100.00,,
5578202,$250.00,,
5578562,$100.00,,
5579404,$180.00,"$1,500.00",
5580018,$90.00,,
5580399,$40.00,,
5583693,$99.00,$650.00,"$2,200.00"
5584352,$140.00,,
5584411,$65.00,,
5584412,$70.00,$411.00,"$1,400.00"
5584480,$35.00,,
5584497,$40.00,$210.00,$720.00
5585239,$117.00,$750.00,
5586495,$140.00,$801.00,"$2,202.00"
5586996,$45.00,$300.00,
5587216,$130.00,$700.00,"$2,500.00"
5587247,$55.00,$420.00,
5587568,$65.00,$420.00,
5587590,$179.00,$850.00,"$3,000.00"
5587935,$90.00,$450.00,"$1,740.00"
5588561,$379.00,"$2,550.00","$9,500.00"
5588581,$90.00,$500.00,
5588653,$180.00,"$1,100.00","$3,500.00"
5588655,$57.00,$230.00,
5589259,$150.00,$220.00,$830.00
5589471,$190.00,,
5589830,$50.00,$350.00,"$1,200.00"
5590365,$38.00,$350.00,
5590580,$120.00,$700.00,
5591425,$220.00,$950.00,
5591991,$66.00,$390.00,"$1,500.00"
5592033,$90.00,$700.00,
5592490,$70.00,$300.00,
5594686,$299.00,,
5595698,$90.00,,
5595735,$80.00,,"$2,200.00"
5595873,$110.00,$616.00,"$2,400.00"
5596863,$75.00,,
5597333,$50.00,$400.00,
5597385,$90.00,$590.00,"$1,380.00"
5597559,$99.00,,
5597613,$48.00,,
5598016,$40.00,$250.00,$800.00
5598358,$45.00,,
5598520,$175.00,,
5598811,$50.00,$300.00,
5599334,$127.00,$715.00,
5599872,$57.00,$350.00,"$1,350.00"
5600249,$70.00,$450.00,
5601114,$120.00,,
5602762,$60.00,$350.00,"$1,300.00"
5602927,$90.00,$650.00,"$2,400.00"
5603204,$45.00,,
5603816,$35.00,$360.00,"$1,200.00"
5604426,$90.00,$600.00,"$1,200.00"
5610965,$75.00,$400.00,"$1,300.00"
5611260,$290.00,,
5611700,$65.00,,
5611766,$47.00,$400.00,
5611926,$85.00,$525.00,"$2,000.00"
5613148,$65.00,$490.00,"$1,880.00"
5613219,$80.00,$430.00,"$1,500.00"
5613229,$290.00,,
5614272,$140.00,$800.00,
5615285,$100.00,$600.00,
5616277,$31.00,$184.00,
5616536,$100.00,$600.00,
5616918,$85.00,$400.00,"$1,600.00"
5618837,$53.00,$300.00,
5619309,$120.00,$750.00,
5621063,$45.00,,
5621376,$68.00,$460.00,
5621702,$40.00,$250.00,$850.00
5621809,$95.00,$850.00,
5621989,$70.00,$560.00,
5622963,$80.00,$500.00,"$1,501.00"
5623876,$75.00,,
5624580,$78.00,$650.00,
5625129,$130.00,,
5625264,$49.00,$325.00,"$1,000.00"
5625331,$160.00,,
5625382,$395.00,,
5626283,$70.00,,
5626305,$70.00,,
5627102,$158.00,$935.00,"$3,360.00"
5628407,$50.00,,
5630167,$250.00,"$1,296.00","$4,832.00"
5633636,$36.00,$350.00,$980.00
5634911,$85.00,$500.00,"$2,000.00"
5635103,$120.00,$840.00,"$2,800.00"
5635132,$37.00,$200.00,$750.00
5635764,$170.00,"$1,080.00",
5638155,$120.00,$700.00,"$2,000.00"
5638360,$40.00,$315.00,
5639164,$40.00,$300.00,
5639686,$300.00,"$1,800.00","$6,000.00"
5639844,$200.00,$922.00,"$3,807.00"
5645067,$65.00,$400.00,"$1,400.00"
5647139,$90.00,,
5648153,$198.00,"$1,045.00",
5648461,$105.00,$635.00,"$2,079.00"
5648850,$75.00,,
5649283,$70.00,$450.00,"$1,700.00"
5649467,$40.00,,$700.00
5649857,$55.00,$250.00,$840.00
5650752,$615.00,"$3,953.00","$13,178.00"
5654383,$100.00,$750.00,"$1,800.00"
5654579,$220.00,$980.00,"$3,200.00"
5655651,$80.00,,
5655686,$159.00,,
5655765,$65.00,,
5656206,$50.00,$200.00,
5656472,$730.00,,
5657241,$75.00,,"$1,600.00"
5657869,$154.00,$840.00,
5658768,$220.00,"$1,200.00","$3,700.00"
5658863,$120.00,,
5658958,$40.00,$250.00,$950.00
5658969,$90.00,$625.00,"$2,150.00"
5659102,$90.00,$630.00,
5659472,$67.00,$469.00,"$1,350.00"
5659524,$90.00,,
5659635,$110.00,$500.00,"$2,300.00"
5660070,$37.00,$300.00,$750.00
5662560,$85.00,$590.00,
5662637,$90.00,,
5663044,$90.00,$900.00,
5663399,$70.00,$650.00,
5663674,$49.00,$650.00,"$1,650.00"
5663741,$399.00,,
5663980,$200.00,"$1,300.00","$4,000.00"
5665018,$79.00,,
5665157,$40.00,,
5665168,$270.00,"$1,800.00","$5,900.00"
5665202,$80.00,,
5665354,$60.00,,
5665385,$150.00,$900.00,"$3,300.00"
5666294,$60.00,$300.00,
5666452,$40.00,,"$1,000.00"
5666541,$70.00,$390.00,
5666569,$150.00,,
5666677,$60.00,$450.00,"$1,300.00"
5667597,$49.00,$400.00,"$1,300.00"
5668795,$90.00,,
5669149,$190.00,,
5669373,$130.00,,
5669417,$140.00,"$1,700.00","$6,700.00"
5669641,$95.00,$700.00,
5670058,$53.00,$308.00,"$1,000.00"
5670623,$110.00,,
5670674,$79.00,$450.00,"$1,500.00"
5670681,$35.00,,
5670818,$79.00,$175.00,$700.00
5674856,$150.00,,
5674960,$195.00,$950.00,
5675731,$250.00,,
5675827,$100.00,$600.00,"$1,700.00"
5676300,$120.00,,"$3,700.00"
5676310,$110.00,,
5676363,$50.00,$280.00,
5676551,$161.00,"$1,000.00","$4,000.00"
5676575,$149.00,"$1,070.00",
5676695,$70.00,,
5677104,$80.00,,
5677276,$225.00,"$1,900.00",
5677387,$105.00,,
5677891,$80.00,$500.00,
5678520,$65.00,$500.00,
5678736,$52.00,,
5679162,$160.00,,
5679404,$170.00,,
5679488,$200.00,"$1,300.00","$5,000.00"
5679735,$145.00,,
5679785,$52.00,$395.00,"$1,192.00"
5679982,$347.00,,
5680011,$110.00,$700.00,"$2,400.00"
5680406,$85.00,$495.00,"$1,795.00"
5680537,$480.00,,
5680694,$45.00,$231.00,$698.00
5681147,$68.00,,
5681532,$398.00,"$2,388.00","$9,590.00"
5681739,$272.00,,
5682303,$50.00,$375.00,"$1,300.00"
5682548,$175.00,"$1,134.00",
5682740,$39.00,,
5682841,$95.00,,
5683110,$59.00,$349.00,
5683474,$60.00,,
5685168,$50.00,,
5687242,$79.00,$580.00,"$1,500.00"
5687285,$69.00,$490.00,
5687658,$105.00,$650.00,
5688915,$250.00,$800.00,
5688998,$80.00,$500.00,
5689408,$58.00,$400.00,"$1,400.00"
5691117,$90.00,$600.00,"$2,100.00"
5691243,$145.00,,
5691548,$128.00,,
5691956,$230.00,$950.00,"$2,250.00"
5691969,$80.00,$500.00,"$1,700.00"
5692559,$100.00,,
5692890,$70.00,,
5693155,$55.00,,
5693494,$130.00,$840.00,"$2,500.00"
5695387,$120.00,$580.00,
5695553,$95.00,,
5695569,$33.00,$250.00,
5695754,$60.00,$400.00,
5696074,$75.00,$500.00,
5699102,$82.00,$550.00,"$1,700.00"
5699364,$80.00,,
5699532,$398.00,"$2,388.00","$9,590.00"
5699723,$100.00,$600.00,"$2,000.00"
5699934,$80.00,,
5700585,$125.00,$400.00,"$1,450.00"
5701330,$95.00,$670.00,
5701457,$29.00,,
5702173,$47.00,$550.00,"$2,000.00"
5702777,$45.00,$300.00,
5704388,$60.00,,
5704959,$298.00,"$2,388.00","$9,590.00"
5705203,$39.00,$260.00,$790.00
5705271,$70.00,,
5705884,$140.00,,
5706044,$49.00,,
5706117,$99.00,$690.00,
5706773,$250.00,"$1,500.00","$5,500.00"
5708059,$149.00,$300.00,
5708304,$219.00,,
5710709,$49.00,$290.00,"$1,100.00"
5711160,$80.00,$500.00,
5711437,$80.00,$550.00,
5711804,$150.00,,
5711866,$65.00,$450.00,
5712202,$42.00,,
5712524,$99.00,$600.00,"$1,750.00"
5712679,$80.00,$600.00,
5712824,$55.00,$450.00,"$1,600.00"
5714292,$99.00,,"$1,890.00"
5714422,$42.00,$252.00,$900.00
5714446,$100.00,$450.00,"$1,150.00"
5715138,$110.00,$800.00,"$3,000.00"
5715614,$180.00,,
5716005,$231.00,"$1,650.00","$5,500.00"
5716007,$50.00,,
5716125,$95.00,$370.00,"$1,202.00"
5716336,$60.00,$450.00,
5718695,$35.00,$210.00,
5719114,$55.00,$420.00,"$1,200.00"
5719178,$45.00,$300.00,
5719202,$200.00,,
5719236,$70.00,,
5722423,$125.00,$750.00,"$2,300.00"
5722760,$65.00,,
5723275,$120.00,$950.00,"$3,500.00"
5723521,$400.00,"$2,800.00","$10,000.00"
5724355,$70.00,$300.00,$800.00
5724631,$99.00,$680.00,"$2,500.00"
5724863,$100.00,$420.00,
5725006,$65.00,$320.00,
5725480,$55.00,,
5727262,$320.00,"$1,730.00","$5,300.00"
5727431,$70.00,$400.00,$900.00
5727656,$95.00,$504.00,"$1,670.00"
5728291,$95.00,$600.00,"$2,000.00"
5728446,$75.00,$350.00,
5732009,$100.00,$600.00,
5734220,$59.00,,
5734276,$169.00,,
5735549,$55.00,$350.00,"$1,400.00"
5736180,$70.00,$400.00,
5736428,$55.00,$340.00,"$1,025.00"
5736967,$40.00,,
5737145,$199.00,"$1,100.00",
5740926,$125.00,$700.00,"$2,300.00"
5741322,$159.00,$735.00,"$2,800.00"
5741733,$37.00,$280.00,
5741764,$100.00,$630.00,
5742136,$40.00,$250.00,$800.00
5742635,$100.00,,
5743007,$59.00,$490.00,"$1,275.00"
5743176,$50.00,,
5743279,$150.00,,"$2,501.00"
5743820,$100.00,"$1,400.00",
5743830,$70.00,$300.00,
5743841,$72.00,$784.00,"$1,681.00"
5744006,$50.00,,
5744891,$55.00,$325.00,
5745083,$75.00,,
5745443,$75.00,,
5745508,$70.00,,
5745576,$150.00,$550.00,
5745810,$80.00,,
5745815,$105.00,"$1,300.00",
5746217,$95.00,,
5746242,$35.00,$250.00,
5746469,$410.00,,
5746988,$54.00,$363.00,"$1,281.00"
5747113,$98.00,,
5747154,$120.00,$672.00,"$2,373.00"
5748006,$65.00,$360.00,
5748384,$37.00,,
5748536,$316.00,"$1,920.00","$7,885.00"
5748684,$95.00,$600.00,
5749152,$70.00,$400.00,
5749261,$75.00,$495.00,
5749885,$97.00,$600.00,"$1,625.00"
5751356,$95.00,$450.00,
5751499,$60.00,$300.00,"$1,100.00"
5751519,$45.00,$250.00,$800.00
5751947,$45.00,$300.00,
5752076,$79.00,$440.00,"$1,470.00"
5752590,$220.00,"$1,800.00","$4,200.00"
5752838,$150.00,$560.00,"$2,000.00"
5754029,$45.00,$315.00,"$1,100.00"
5754458,$79.00,$640.00,
5754685,$239.00,"$1,500.00","$6,000.00"
5754776,$100.00,,
5755883,$120.00,,
5756761,$70.00,$420.00,
5757362,$90.00,,
5759120,$95.00,,
5760210,$85.00,$800.00,"$2,800.00"
5760513,$95.00,$550.00,
5764290,$80.00,,
5764317,$75.00,$375.00,
5764395,$240.00,$800.00,
5764899,$90.00,,
5765144,$65.00,$300.00,$980.00
5765171,$65.00,$450.00,"$1,600.00"
5765651,$45.00,,
5766058,$139.00,$950.00,"$2,900.00"
5766257,$250.00,,
5766728,$60.00,$500.00,
5767057,$140.00,$850.00,
5767189,$39.00,$297.00,
5767890,$49.00,$357.00,
5768017,$60.00,,
5768176,$95.00,$500.00,"$1,550.00"
5768553,$120.00,$490.00,"$1,700.00"
5769309,$59.00,$329.00,"$1,169.00"
5769626,$80.00,$500.00,
5770259,$60.00,$450.00,
5771392,$80.00,,
5771818,$200.00,"$1,200.00","$4,000.00"
5772315,$147.00,$900.00,
5772763,$80.00,,
5772801,$50.00,,
5772962,$95.00,,
5773288,$99.00,,
5775457,$220.00,"$1,600.00",
5777092,$72.00,,
5777711,$70.00,$420.00,"$1,500.00"
5777765,$84.00,$616.00,
5777815,$180.00,$780.00,"$2,300.00"
5777922,$40.00,,
5778089,$60.00,,
5778160,$50.00,$250.00,$800.00
5779054,$60.00,,
5779606,$130.00,$800.00,"$2,700.00"
5779862,$85.00,,
5781459,$80.00,,"$2,000.00"
5781461,$330.00,,
5781559,$75.00,,
5781989,$90.00,$550.00,"$2,400.00"
5783204,$230.00,"$1,500.00",
5784233,$120.00,$800.00,
5787463,$42.00,,
5788233,$90.00,$500.00,
5789146,$90.00,$600.00,
5790334,$59.00,,
5790898,$75.00,$430.00,"$1,600.00"
5791626,$210.00,$650.00,
5791953,$100.00,,
5792172,$44.00,$325.00,"$1,100.00"
5792647,$373.00,"$2,460.00","$7,028.00"
5793942,$80.00,$560.00,
5794029,$220.00,"$1,200.00","$3,700.00"
5795169,$85.00,$700.00,"$2,500.00"
5795320,$93.00,,
5795491,$35.00,$274.00,$840.00
5795506,$80.00,$550.00,"$1,450.00"
5795892,$72.00,$480.00,"$1,500.00"
5796106,$55.00,,
5798769,$110.00,$800.00,
5799114,$70.00,$420.00,"$1,200.00"
5799182,$70.00,$420.00,
5799656,$42.00,,
5799701,$80.00,,
5799757,$90.00,,
5799932,$95.00,,
5799988,$95.00,,
5800086,$55.00,$390.00,"$1,380.00"
5800147,$500.00,,
5800948,$70.00,,"$1,600.00"
5801026,$179.00,"$1,190.00","$4,595.00"
5801279,$96.00,,
5801501,$130.00,,
5802521,$91.00,$700.00,"$2,300.00"
5802655,$90.00,,
5803088,$110.00,$700.00,
5803187,$120.00,$900.00,
5804113,$49.00,$390.00,
5804417,$55.00,$300.00,$750.00
5804538,$65.00,,
5808908,$121.00,$800.00,"$2,900.00"
5809624,$75.00,$550.00,
5810111,$80.00,,
5810186,$65.00,,
5810710,$85.00,,
5810931,$80.00,,
5811295,$250.00,,
5811637,$123.00,,"$2,300.00"
5811788,$40.00,,
5811812,$72.00,$450.00,
5812466,$69.00,$400.00,
5812726,$55.00,$300.00,
5813509,$45.00,,
5813649,$70.00,,
5813974,$69.00,,"$2,000.00"
5814840,"$3,000.00","$13,175.00","$39,000.00"
5814862,$90.00,,
5814961,"$1,200.00","$6,000.00","$18,000.00"
5815036,$120.00,$700.00,
5816896,$90.00,$400.00,"$1,500.00"
5817926,$430.00,"$2,500.00",
5818038,$95.00,$536.00,
5818398,$90.00,$500.00,
5818441,$42.00,$350.00,"$1,200.00"
5819088,$70.00,$450.00,"$1,700.00"
5820170,$75.00,,
5820202,$77.00,$470.00,
5820506,$60.00,,
5820629,$90.00,$900.00,
5820728,$80.00,$490.00,"$1,850.00"
5821104,$83.00,,
5821524,$140.00,$800.00,"$3,500.00"
5821527,$80.00,$600.00,"$2,100.00"
5821633,$95.00,,
5821845,$70.00,,
5821891,$40.00,,
5822552,$40.00,,
5822616,$110.00,$500.00,
5822855,$40.00,$234.00,$819.00
5822954,$182.00,$900.00,"$3,400.00"
5822995,$70.00,,
5823272,$60.00,$300.00,
5823872,$149.00,,
5824048,$90.00,,
5824708,$80.00,,
5827868,$80.00,$400.00,
5828283,$40.00,$300.00,
5828396,$85.00,$545.00,"$1,840.00"
5828549,$220.00,,
5830203,$210.00,"$1,330.00","$4,725.00"
5830989,$70.00,,
5831727,$59.00,$400.00,"$1,280.00"
5831982,$250.00,,
5832921,$74.00,$530.00,"$1,850.00"
5833141,$60.00,,
5833270,$140.00,,
5833404,$43.00,$290.00,$700.00
5833814,$105.00,$700.00,"$2,500.00"
5833988,$95.00,$480.00,
5834565,$120.00,$700.00,
5835566,$85.00,$610.00,
5836026,$99.00,$599.00,
5836087,$78.00,$680.00,
5836178,$85.00,$550.00,
5836199,$50.00,,
5837613,$75.00,,
5837908,$65.00,$400.00,"$1,480.00"
5838574,$69.00,,
5838813,$128.00,$700.00,"$2,200.00"
5841100,$75.00,$500.00,"$1,200.00"
5841484,$110.00,,
5841846,$45.00,,
5841949,$45.00,,
5842283,$90.00,$700.00,
5842443,$140.00,,
5842596,$100.00,,
5843499,$80.00,,
5843559,$63.00,,
5844512,$135.00,,
5845228,$100.00,$550.00,
5846329,$60.00,$400.00,
5847086,$50.00,$250.00,"$1,000.00"
5847755,$60.00,$360.00,"$1,200.00"
5848781,$149.00,"$1,050.00","$3,701.00"
5849148,$65.00,,
5849207,$131.00,"$1,000.00",
5849298,$140.00,$900.00,
5849643,$60.00,$400.00,
5852406,$120.00,$700.00,
5852559,$130.00,,
5852972,$130.00,"$1,000.00","$3,600.00"
5853345,$85.00,,
5853397,$50.00,$300.00,
5853836,$85.00,$600.00,"$1,450.00"
5854463,$50.00,,
5855372,$65.00,,
5856359,$55.00,,
5856605,$65.00,,
5857069,$280.00,$250.00,
5857485,$309.00,"$2,300.00",
5857615,$56.00,,
5857827,$95.00,$600.00,"$2,000.00"
5857833,$84.00,$300.00,
5857946,$72.00,$500.00,"$1,300.00"
5859142,$60.00,$300.00,$600.00
5859180,$99.00,$619.00,"$1,900.00"
5859453,$85.00,$768.00,"$2,709.00"
5860831,$75.00,$470.00,"$1,800.00"
5860924,$85.00,$550.00,
5860934,$99.00,$550.00,"$1,700.00"
5861409,$70.00,$450.00,
5861554,$90.00,,
5862391,$67.00,$450.00,"$1,650.00"
5864376,$65.00,$500.00,
5865316,$120.00,$700.00,"$2,000.00"
5865961,$325.00,"$2,100.00","$7,500.00"
5866339,$115.00,$630.00,
5866493,$65.00,,
5866624,$80.00,$500.00,
5867045,$50.00,,
5867360,$32.00,$170.00,$680.00
5867571,$71.00,,
5870819,$55.00,,
5871112,$60.00,$400.00,
5872108,$80.00,$500.00,
5872399,$57.00,,
5872482,$150.00,,
5872641,$75.00,,
5878224,$65.00,$550.00,
5879293,"$1,186.00",,
5879915,$35.00,,
5880010,$45.00,,
5880805,$110.00,$600.00,
5881310,$99.00,$649.00,"$2,459.00"
5881416,$55.00,$350.00,
5881703,$179.00,,
5882180,$330.00,,
5883721,$89.00,,
5885778,$110.00,$850.00,
5886018,$250.00,,
5886532,$75.00,,
5886683,$40.00,$300.00,
5888121,$150.00,,
5888186,$102.00,,
5888308,$60.00,$500.00,"$1,000.00"
5888472,$125.00,,
5888557,$140.00,,
5888627,$60.00,$250.00,$750.00
5889135,$230.00,"$1,300.00","$4,000.00"
5889344,$80.00,$545.00,
5890124,$39.00,$350.00,
5890619,$90.00,,
5893089,$65.00,$490.00,
5893732,$30.00,$275.00,$700.00
5894003,$82.00,$990.00,"$2,900.00"
5895760,$129.00,,
5896073,$100.00,,
5896305,$70.00,,
5896436,$499.00,"$1,900.00","$7,000.00"
5897286,$80.00,$560.00,
5897422,$70.00,,
5898187,$300.00,"$2,000.00","$6,000.00"
5898269,$60.00,,
5898963,$70.00,$400.00,"$1,300.00"
5899572,$60.00,,
5899617,$69.00,,
5900020,$75.00,$415.00,
5900117,$100.00,$700.00,"$1,900.00"
5901798,$186.00,$900.00,
5901947,$60.00,$482.00,"$1,701.00"
5902814,$60.00,$360.00,
5902983,$65.00,$350.00,$970.00
5903465,$49.00,$300.00,
5903876,$40.00,$550.00,"$1,800.00"
5908352,$150.00,$540.00,"$1,600.00"
5908667,$80.00,$560.00,"$1,680.00"
5909222,$60.00,,
5909329,$95.00,$500.00,"$1,700.00"
5910106,$250.00,,
5910722,$90.00,$600.00,"$2,000.00"
5910736,$81.00,,
5910802,$60.00,$700.00,
5911107,$29.00,$248.00,
5911646,$184.00,,
5912043,$75.00,,
5912213,$140.00,$900.00,"$2,900.00"
5912420,$110.00,,
5913345,$80.00,$393.00,"$1,386.00"
5913385,$280.00,"$1,700.00","$5,800.00"
5913907,$124.00,$720.00,
5914554,$70.00,,
5914555,$90.00,,
5915254,$290.00,,
5917003,$142.00,,
5917367,$150.00,,
5921280,$65.00,$460.00,"$1,200.00"
5921567,$60.00,$350.00,
5921602,$35.00,,
5922355,$70.00,$450.00,
5922871,$160.00,$900.00,"$2,800.00"
5922886,$20.00,$600.00,
5923035,$55.00,,
5923955,$100.00,$640.00,"$2,268.00"
5924209,$85.00,$490.00,
5924326,$110.00,$595.00,"$2,500.00"
5924983,$65.00,,
5925221,$50.00,$225.00,$850.00
5925610,$92.00,$550.00,
5926031,$185.00,,
5926746,$250.00,,
5927036,$80.00,$450.00,"$1,500.00"
5927232,$75.00,$500.00,"$1,400.00"
5927473,$70.00,$550.00,
5927515,$40.00,$275.00,"$1,150.00"
5928600,$66.00,,
5929452,$100.00,,
5931124,$65.00,$350.00,"$1,350.00"
5931273,$45.00,,
5931340,$60.00,$400.00,"$1,600.00"
5931350,$41.00,,
5931446,$49.00,,
5935442,$35.00,$250.00,$960.00
5935491,$60.00,,
5935698,$100.00,,
5936580,$155.00,,
5936594,$59.00,$450.00,"$1,600.00"
5936767,$65.00,,"$1,000.00"
5937791,$60.00,$390.00,$850.00
5938774,$90.00,,
5938899,$130.00,$800.00,"$2,800.00"
5938967,$90.00,$580.00,
5940409,$85.00,$540.00,"$2,000.00"
5940508,$350.00,,
5940937,$75.00,,
5940988,$60.00,,
5941344,$49.00,$525.00,"$1,290.00"
5942789,$80.00,,
5943016,$50.00,$250.00,$950.00
5943182,$55.00,,
5943733,$44.00,,$600.00
5943977,$80.00,,
5944849,$100.00,$340.00,"$1,000.00"
5945302,$90.00,,
5945610,$105.00,$700.00,"$2,225.00"
5946053,$158.00,,
5949648,$75.00,$400.00,
5950088,$50.00,$360.00,
5950920,$65.00,,
5951761,$100.00,,
5951898,$144.00,,"$2,800.00"
5952430,$170.00,"$1,000.00","$4,000.00"
5953548,$75.00,,
5953580,$40.00,$252.00,
5954298,$85.00,,
5954800,$60.00,,
5955078,$140.00,$600.00,"$2,200.00"
5955566,$60.00,$349.00,"$1,260.00"
5956292,$150.00,$800.00,"$3,000.00"
5959419,$49.00,,
5960800,$130.00,,
5961382,$80.00,$450.00,
