id,room_type,minimum_nights,number_of_reviews,host_listings_count,availability_30,availability_60,availability_90,availability_365,neighbourhood
7299072,Entire home/apt,1,46,1.0,0,0,0,0,XI Arrondissement
7299993,Entire home/apt,1,0,1.0,0,0,0,0,Saint-Michel
7300360,Entire home/apt,6,7,1.0,0,0,0,0,
7300363,Private room,1,3,1.0,0,0,0,0,Republique
7301311,Entire home/apt,1,1,1.0,0,0,0,0,XI Arrondissement
7301774,Entire home/apt,3,2,1.0,0,0,0,0,Pigalle - Saint-Georges
7301781,Entire home/apt,5,0,1.0,0,0,0,0,Saint-Germain-des-Pres - Odeon
7302149,Entire home/apt,2,10,1.0,0,0,0,0,Republique
7302569,Entire home/apt,1,1,1.0,0,0,0,0,Port-Royal
7302760,Entire home/apt,1,0,1.0,0,0,0,0,Nation
7303160,Entire home/apt,4,8,1.0,0,0,0,0,II Arrondissement
7303582,Entire home/apt,1,0,1.0,0,0,0,0,Passy
7303647,Private room,2,2,1.0,0,0,0,0,Alesia
7303847,Entire home/apt,1,0,1.0,0,0,0,0,La Villette
7303865,Entire home/apt,3,6,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7303869,Entire home/apt,1,3,1.0,0,0,0,0,Invalides - Ecole Militaire
7304429,Entire home/apt,1,2,1.0,0,0,0,0,Tour Eiffel - Champ de Mars
7304565,Entire home/apt,1,0,1.0,0,0,0,0,Bastille
7304653,Entire home/apt,1,0,1.0,0,0,0,0,Pantheon
7304910,Entire home/apt,3,5,1.0,0,0,0,0,Gare du Nord - Gare de I'Est
7305187,Private room,3,10,1.0,0,0,0,0,Republique
7306308,Entire home/apt,6,0,1.0,0,0,0,0,Pantheon
7306510,Entire home/apt,3,0,1.0,0,0,0,0,Nation
7306574,Entire home/apt,2,33,1.0,0,0,0,0,Montmartre
7306689,Entire home/apt,6,0,1.0,0,0,0,0,Commerce - Dupleix
7307039,Entire home/apt,2,0,1.0,0,0,0,0,Saint-Germain-des-Pres - Odeon
7307425,Entire home/apt,2,5,1.0,0,0,0,0,Alesia
7307822,Entire home/apt,1,0,1.0,0,0,0,0,Pigalle - Saint-Georges
7309236,Entire home/apt,1,0,1.0,0,0,0,0,Commerce - Dupleix
7312547,Entire home/apt,2,11,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7312850,Entire home/apt,2,14,1.0,0,0,0,0,La Chapelle
7313684,Entire home/apt,2,0,1.0,0,0,0,0,Batignolles
7313949,Entire home/apt,1,0,1.0,0,0,0,0,Batignolles
7314118,Entire home/apt,1,0,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7314244,Entire home/apt,4,185,1.0,0,0,0,0,Montparnasse
7315164,Private room,1,5,1.0,0,0,0,0,Nation
7315415,Private room,2,7,1.0,0,0,0,0,Saint-Germain-des-Pres - Odeon
7315510,Entire home/apt,1,0,1.0,0,0,0,0,La Chapelle
7315524,Entire home/apt,3,25,1.0,0,0,0,0,
7315998,Shared room,1,2,1.0,0,0,0,0,Alesia
7316393,Entire home/apt,3,22,1.0,0,0,0,0,Passy
7316534,Entire home/apt,4,0,1.0,0,0,0,0,Montmartre
7317023,Entire home/apt,1,1,1.0,0,0,0,0,Passy
7317173,Entire home/apt,1,0,1.0,0,0,0,0,Palais Royal
7317231,Entire home/apt,2,13,1.0,0,0,0,0,Porte de Clignancourt
7317338,Entire home/apt,2,24,1.0,0,0,0,0,Saint-Germain-des-Pres - Odeon
7317992,Entire home/apt,1,0,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7318420,Entire home/apt,2,3,1.0,0,0,0,0,Ternes
7318968,Entire home/apt,4,1,1.0,0,0,0,0,Porte de Versailles
7319028,Entire home/apt,6,3,1.0,0,0,0,0,Vaugirard
7320866,Entire home/apt,3,39,1.0,0,0,0,0,Republique
7322456,Entire home/apt,6,20,1.0,0,0,0,0,Pigalle - Saint-Georges
7322776,Entire home/apt,1,0,1.0,0,0,0,0,Porte de Clignancourt
7323618,Entire home/apt,1,8,1.0,0,0,0,0,Montmartre
7323773,Entire home/apt,6,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7323886,Private room,2,0,1.0,0,0,0,0,Alesia
7324170,Entire home/apt,6,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7326301,Entire home/apt,1,6,1.0,0,0,0,0,Republique
7327370,Entire home/apt,2,7,1.0,0,0,0,0,Batignolles
7327680,Entire home/apt,5,0,1.0,0,0,0,0,Opera - Grands Boulevards
7327938,Entire home/apt,3,7,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7332521,Entire home/apt,2,19,1.0,0,0,0,0,Tour Eiffel - Champ de Mars
7332679,Entire home/apt,1,0,1.0,0,0,0,0,Montmartre
7334320,Entire home/apt,1,0,1.0,0,0,0,0,Gare du Nord - Gare de I'Est
7334567,Entire home/apt,3,3,1.0,0,0,0,0,Pigalle - Saint-Georges
7334587,Entire home/apt,3,0,1.0,0,0,0,0,IV Arrondissement
7335152,Entire home/apt,1,0,1.0,0,0,0,0,Passy
7335191,Entire home/apt,1,4,1.0,0,0,0,0,X Arrondissement
7336189,Private room,1,32,1.0,0,0,0,0,
7336461,Entire home/apt,1,0,1.0,0,0,0,0,Montmartre
7336726,Entire home/apt,1,2,1.0,0,0,0,0,Pantheon
7336915,Entire home/apt,1,0,1.0,0,0,0,0,Bercy
7336984,Private room,1,2,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7337135,Entire home/apt,2,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7337730,Entire home/apt,1,0,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7337812,Entire home/apt,2,10,1.0,0,0,0,0,Alesia
7338020,Entire home/apt,3,1,1.0,0,0,0,0,Batignolles
7338030,Entire home/apt,7,0,1.0,0,0,0,0,Bastille
7338219,Entire home/apt,7,0,1.0,0,0,0,0,Port-Royal
7338492,Entire home/apt,2,4,1.0,0,0,0,0,Le Marais
7339187,Entire home/apt,1,0,1.0,0,0,0,0,Canal Saint-Martin
7339439,Entire home/apt,1,9,1.0,0,0,0,0,Vaugirard
7339475,Entire home/apt,1,0,1.0,0,0,0,0,Champs-Elysees
7339492,Entire home/apt,1,3,1.0,0,0,0,0,Bastille
7339672,Private room,1,24,1.0,0,0,0,0,Alesia
7340403,Private room,1,0,1.0,0,0,0,0,Vaugirard
7340820,Shared room,3,0,1.0,0,0,0,0,Vaugirard
7341055,Entire home/apt,5,0,1.0,0,0,0,0,La Chapelle
7341934,Entire home/apt,2,2,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7342237,Private room,2,1,1.0,0,0,0,0,Passy
7342387,Entire home/apt,2,14,1.0,0,0,0,0,Pigalle - Saint-Georges
7342547,Entire home/apt,2,0,1.0,0,0,0,0,Tour Eiffel - Champ de Mars
7342615,Entire home/apt,2,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7342841,Entire home/apt,2,11,1.0,0,0,0,0,La Chapelle
7342857,Entire home/apt,5,12,1.0,0,0,0,0,Palais Royal
7342858,Entire home/apt,1,0,1.0,0,0,0,0,Republique
7342952,Entire home/apt,1,1,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7343058,Entire home/apt,1,0,1.0,0,0,0,0,Saint-Germain-des-Pres - Odeon
7343083,Entire home/apt,1,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7343519,Entire home/apt,1,2,1.0,0,0,0,0,Montmartre
7343614,Entire home/apt,1,2,1.0,0,0,0,0,Batignolles
7343790,Entire home/apt,4,0,1.0,0,0,0,0,Pigalle - Saint-Georges
7344190,Private room,1,2,1.0,0,0,0,0,Montmartre
7344258,Entire home/apt,1,5,1.0,0,0,0,0,La Chapelle
7344413,Entire home/apt,4,10,1.0,0,0,0,0,Republique
7344511,Entire home/apt,4,13,1.0,0,0,0,0,III Arrondissement
7344565,Entire home/apt,7,3,1.0,0,0,0,0,Montmartre
7345068,Entire home/apt,4,19,1.0,0,0,0,0,Porte de Clignancourt
7345399,Entire home/apt,1,38,1.0,0,0,0,0,Gare de Lyon
7345633,Entire home/apt,2,16,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7345904,Entire home/apt,1,2,1.0,0,0,0,0,
7346113,Private room,1,1,1.0,0,0,0,0,Pigalle - Saint-Georges
7346947,Private room,1,0,1.0,0,0,0,0,Nation
7347119,Entire home/apt,3,0,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7347269,Entire home/apt,1,49,1.0,0,0,0,0,Alesia
7347323,Shared room,5,1,1.0,0,0,0,0,Opera - Grands Boulevards
7347383,Entire home/apt,4,0,1.0,0,0,0,0,Montmartre
7351920,Entire home/apt,1,0,1.0,0,0,0,0,Passy
7352633,Entire home/apt,1,0,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7352698,Entire home/apt,3,0,1.0,0,0,0,0,Passy
7352856,Entire home/apt,6,0,1.0,0,0,0,0,Auteuil
7353872,Entire home/apt,1,0,1.0,0,0,0,0,Canal Saint-Martin
7354137,Entire home/apt,3,15,1.0,0,0,0,0,Vaugirard
7354433,Entire home/apt,1,3,1.0,0,0,0,0,La Villette
7354819,Entire home/apt,5,3,1.0,0,0,0,0,X Arrondissement
7354980,Entire home/apt,5,0,1.0,0,0,0,0,Notre Dame - Ile de La Cite
7354994,Entire home/apt,5,0,1.0,0,0,0,0,La Villette
7355257,Entire home/apt,5,0,1.0,0,0,0,0,Montmartre
7355303,Entire home/apt,1,0,1.0,0,0,0,0,Auteuil
7355341,Entire home/apt,1,0,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7356386,Entire home/apt,1,0,1.0,0,0,0,0,Porte de Versailles
7356453,Private room,2,68,1.0,0,0,0,0,Pigalle - Saint-Georges
7356467,Entire home/apt,1,0,1.0,0,0,0,0,Batignolles
7356522,Entire home/apt,2,7,1.0,0,0,0,0,Commerce - Dupleix
7356563,Entire home/apt,2,1,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7356721,Shared room,1,0,1.0,0,0,0,0,Le Marais
7357218,Entire home/apt,3,2,1.0,0,0,0,0,La Chapelle
7357592,Entire home/apt,3,4,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7357881,Shared room,1,3,1.0,0,0,0,0,Auteuil
7357927,Entire home/apt,2,2,1.0,0,0,0,0,Republique
7357963,Shared room,7,0,1.0,0,0,0,0,Vaugirard
7358874,Entire home/apt,3,0,1.0,0,0,0,0,Opera - Grands Boulevards
7359171,Entire home/apt,1,22,1.0,0,0,0,0,Bastille
7359842,Entire home/apt,2,11,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7359938,Entire home/apt,2,1,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7360013,Private room,2,1,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7360218,Entire home/apt,4,0,1.0,0,0,0,0,Porte de Versailles
7360356,Entire home/apt,1,0,1.0,0,0,0,0,Auteuil
7360497,Entire home/apt,2,0,1.0,0,0,0,0,Le Marais
7360567,Entire home/apt,2,0,1.0,0,0,0,0,Porte de Clignancourt
7360676,Entire home/apt,2,0,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7361028,Entire home/apt,3,3,1.0,0,0,0,0,Pigalle - Saint-Georges
7361587,Entire home/apt,6,0,1.0,0,0,0,0,Passy
7362497,Entire home/apt,5,0,1.0,0,0,0,0,Commerce - Dupleix
7362737,Entire home/apt,2,54,1.0,0,0,0,0,Commerce - Dupleix
7362957,Entire home/apt,3,1,1.0,0,0,0,0,Pantheon
7362973,Entire home/apt,7,0,1.0,0,0,0,0,X Arrondissement
7363128,Entire home/apt,3,0,1.0,0,0,0,0,Republique
7363206,Entire home/apt,3,1,1.0,0,0,0,0,III Arrondissement
7363215,Entire home/apt,2,1,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7363426,Entire home/apt,1,0,1.0,0,0,0,0,Alesia
7363585,Private room,1,0,1.0,0,0,0,0,La Chapelle
7363850,Private room,4,6,1.0,0,0,0,0,Republique
7364217,Entire home/apt,1,0,1.0,0,0,0,0,Tour Eiffel - Champ de Mars
7364235,Entire home/apt,2,38,1.0,0,0,0,0,Gare du Nord - Gare de I'Est
7364451,Entire home/apt,1,0,1.0,0,0,0,0,Ternes
7364454,Entire home/apt,1,0,1.0,0,0,0,0,Porte de Versailles
7364598,Private room,1,0,1.0,0,0,0,0,La Villette
7364599,Private room,1,6,1.0,0,0,0,0,La Villette
7364642,Entire home/apt,2,22,1.0,0,0,0,0,Republique
7365357,Entire home/apt,2,15,1.0,0,0,0,0,Vaugirard
7365763,Entire home/apt,2,0,1.0,0,0,0,0,Pantheon
7367023,Private room,1,0,1.0,0,0,0,0,Port-Royal
7371785,Entire home/apt,2,19,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7372676,Entire home/apt,2,0,1.0,0,0,0,0,Auteuil
7373116,Entire home/apt,3,1,1.0,0,0,0,0,Alesia
7373736,Entire home/apt,4,2,1.0,0,0,0,0,XI Arrondissement
7373998,Entire home/apt,2,0,1.0,0,0,0,0,Porte de Versailles
7374173,Entire home/apt,2,5,1.0,0,0,0,0,Nation
7374260,Entire home/apt,2,3,1.0,0,0,0,0,Montmartre
7374291,Entire home/apt,3,0,1.0,0,0,0,0,Vaugirard
7374370,Entire home/apt,1,1,1.0,0,0,0,0,Vaugirard
7374390,Entire home/apt,1,3,1.0,0,0,0,0,Louvre - Tuileries
7374403,Entire home/apt,5,0,1.0,0,0,0,0,Alesia
7374680,Private room,1,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7374722,Entire home/apt,1,2,1.0,0,0,0,0,Gare du Nord - Gare de I'Est
7374739,Entire home/apt,1,2,1.0,0,0,0,0,Gare du Nord - Gare de I'Est
7375146,Entire home/apt,1,0,1.0,0,0,0,0,Auteuil
7375154,Entire home/apt,1,0,1.0,0,0,0,0,Porte de Clignancourt
7375976,Entire home/apt,1,0,1.0,0,0,0,0,Monceau
7376286,Entire home/apt,2,6,1.0,0,0,0,0,Batignolles
7377298,Entire home/apt,2,2,1.0,0,0,0,0,Canal Saint-Martin
7377675,Entire home/apt,1,0,1.0,0,0,0,0,XI Arrondissement
7377921,Entire home/apt,4,0,1.0,0,0,0,0,Bastille
7378068,Entire home/apt,3,17,1.0,0,0,0,0,Batignolles
7378276,Entire home/apt,1,0,1.0,0,0,0,0,Nation
7380036,Entire home/apt,1,0,1.0,0,0,0,0,Passy
7380272,Entire home/apt,2,3,1.0,0,0,0,0,Batignolles
7380559,Entire home/apt,7,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7380825,Entire home/apt,3,79,1.0,0,0,0,0,Tour Eiffel - Champ de Mars
7381623,Entire home/apt,6,0,1.0,0,0,0,0,Le Marais
7381647,Private room,1,42,1.0,0,0,0,0,Alesia
7381810,Entire home/apt,4,0,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7382224,Entire home/apt,2,0,1.0,0,0,0,0,Batignolles
7382903,Entire home/apt,4,11,1.0,0,0,0,0,Tour Eiffel - Champ de Mars
7383196,Entire home/apt,4,0,1.0,0,0,0,0,Alesia
7383209,Entire home/apt,7,0,1.0,0,0,0,0,III Arrondissement
7383369,Entire home/apt,1,1,1.0,0,0,0,0,XI Arrondissement
7383452,Entire home/apt,3,6,1.0,0,0,0,0,La Chapelle
7384560,Entire home/apt,1,1,1.0,0,0,0,0,La Villette
7385299,Private room,1,1,1.0,0,0,0,0,Pantheon
7385658,Entire home/apt,1,0,1.0,0,0,0,0,Invalides - Ecole Militaire
7387339,Entire home/apt,1,0,1.0,0,0,0,0,Pantheon
7387415,Entire home/apt,2,4,1.0,0,0,0,0,La Chapelle
7390825,Entire home/apt,1,0,1.0,0,0,0,0,Pigalle - Saint-Georges
7391329,Entire home/apt,3,58,1.0,0,0,0,0,Republique
7391573,Private room,6,0,1.0,0,0,0,0,Opera - Grands Boulevards
7392406,Entire home/apt,5,0,1.0,0,0,0,0,Ternes
7392416,Entire home/apt,3,29,1.0,0,0,0,0,Le Marais
7392417,Entire home/apt,5,0,1.0,0,0,0,0,Montmartre
7392598,Entire home/apt,1,0,1.0,0,0,0,0,Montmartre
7392658,Entire home/apt,1,0,1.0,0,0,0,0,Montmartre
7392760,Entire home/apt,1,5,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7393162,Private room,1,1,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7393394,Entire home/apt,1,0,1.0,0,0,0,0,Bastille
7394144,Entire home/apt,5,32,1.0,0,0,0,0,Republique
7394315,Entire home/apt,1,0,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7394381,Entire home/apt,3,0,1.0,0,0,0,0,Commerce - Dupleix
7394385,Entire home/apt,2,4,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7395414,Entire home/apt,2,3,1.0,0,0,0,0,Saint-Michel
7395498,Entire home/apt,6,0,1.0,0,0,0,0,Montmartre
7395916,Entire home/apt,2,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7395948,Entire home/apt,2,5,1.0,0,0,0,0,Saint-Lazare
7396017,Entire home/apt,1,1,1.0,0,0,0,0,XI Arrondissement
7396189,Entire home/apt,1,1,1.0,0,0,0,0,La Chapelle
7396608,Entire home/apt,1,0,1.0,0,0,0,0,II Arrondissement
7397176,Entire home/apt,5,0,1.0,0,0,0,0,III Arrondissement
7397640,Entire home/apt,1,1,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7397803,Entire home/apt,6,0,1.0,0,0,0,0,Porte de Versailles
7397873,Private room,1,2,1.0,0,0,0,0,Alesia
7398469,Entire home/apt,2,31,1.0,0,0,0,0,Bercy
7398568,Entire home/apt,1,0,1.0,0,0,0,0,Porte de Clignancourt
7398970,Entire home/apt,1,2,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7399119,Entire home/apt,2,1,1.0,0,0,0,0,La Chapelle
7399457,Private room,1,0,1.0,0,0,0,0,La Villette
7399522,Entire home/apt,1,0,1.0,0,0,0,0,Tour Eiffel - Champ de Mars
7400392,Entire home/apt,5,1,1.0,0,0,0,0,Republique
7401569,Entire home/apt,1,49,1.0,0,0,0,0,Alesia
7402085,Entire home/apt,1,0,1.0,0,0,0,0,Nation
7402698,Entire home/apt,1,4,1.0,0,0,0,0,Batignolles
7406608,Entire home/apt,3,4,1.0,0,0,0,0,Montmartre
7407158,Entire home/apt,2,27,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7407225,Entire home/apt,4,77,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7407551,Entire home/apt,2,2,1.0,0,0,0,0,Montmartre
7407946,Private room,1,1,1.0,0,0,0,0,Montmartre
7408468,Private room,1,0,1.0,0,0,0,0,XI Arrondissement
7409026,Private room,4,11,1.0,0,0,0,0,La Villette
7409769,Entire home/apt,5,3,1.0,0,0,0,0,Porte de Clignancourt
7410094,Entire home/apt,5,2,1.0,0,0,0,0,La Villette
7410267,Entire home/apt,1,2,1.0,0,0,0,0,XI Arrondissement
7410429,Entire home/apt,5,0,1.0,0,0,0,0,Montmartre
7410965,Entire home/apt,5,7,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7411556,Entire home/apt,3,2,1.0,0,0,0,0,Gare du Nord - Gare de I'Est
7411649,Private room,3,0,1.0,0,0,0,0,Tour Eiffel - Champ de Mars
7411758,Entire home/apt,3,0,1.0,0,0,0,0,Pantheon
7412094,Entire home/apt,2,6,1.0,0,0,0,0,II Arrondissement
7412212,Entire home/apt,2,9,1.0,0,0,0,0,Alesia
7412284,Entire home/apt,7,0,1.0,0,0,0,0,Saint-Lazare
7413285,Entire home/apt,3,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7413588,Entire home/apt,3,5,1.0,0,0,0,0,XVI Arrondissement
7413599,Private room,1,0,1.0,0,0,0,0,La Villette
7413699,Entire home/apt,4,0,1.0,0,0,0,0,XI Arrondissement
7413821,Private room,4,0,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7414295,Entire home/apt,3,5,1.0,0,0,0,0,Bastille
7414947,Entire home/apt,2,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7415101,Entire home/apt,3,0,1.0,0,0,0,0,Monceau
7415288,Entire home/apt,1,0,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7416800,Entire home/apt,1,0,1.0,0,0,0,0,Bastille
7417757,Entire home/apt,2,0,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7417891,Entire home/apt,1,0,1.0,0,0,0,0,Commerce - Dupleix
7418925,Entire home/apt,1,2,1.0,0,0,0,0,Saint-Michel
7419211,Entire home/apt,3,5,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7419214,Entire home/apt,2,2,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7420529,Entire home/apt,3,60,1.0,0,0,0,0,Louvre - Tuileries
7423233,Entire home/apt,1,0,1.0,0,0,0,0,Montmartre
7423919,Entire home/apt,1,0,1.0,0,0,0,0,Alesia
7424972,Entire home/apt,1,3,1.0,0,0,0,0,Pantheon
7425096,Entire home/apt,2,18,1.0,0,0,0,0,XI Arrondissement
7425847,Private room,1,0,1.0,0,0,0,0,Pigalle - Saint-Georges
7426162,Entire home/apt,4,3,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7426311,Entire home/apt,1,3,1.0,0,0,0,0,Opera - Grands Boulevards
7426464,Entire home/apt,7,0,1.0,0,0,0,0,Montmartre
7426930,Entire home/apt,7,0,1.0,0,0,0,0,Passy
7427125,Entire home/apt,3,1,1.0,0,0,0,0,Le Marais
7427490,Entire home/apt,1,0,1.0,0,0,0,0,Porte de Clignancourt
7427520,Entire home/apt,2,0,1.0,0,0,0,0,Republique
7427735,Private room,2,0,1.0,0,0,0,0,XI Arrondissement
7427802,Entire home/apt,1,0,1.0,0,0,0,0,Ternes
7427830,Entire home/apt,1,7,1.0,0,0,0,0,Champs-Elysees
7427979,Entire home/apt,2,18,1.0,0,0,0,0,Batignolles
7428066,Entire home/apt,1,0,1.0,0,0,0,0,Republique
7428081,Entire home/apt,1,1,1.0,0,0,0,0,Republique
7428184,Entire home/apt,1,3,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7428604,Entire home/apt,1,0,1.0,0,0,0,0,Opera - Grands Boulevards
7428702,Private room,1,0,1.0,0,0,0,0,Alesia
7429205,Entire home/apt,1,0,1.0,0,0,0,0,Porte de Versailles
7429242,Entire home/apt,1,0,1.0,0,0,0,0,Champs-Elysees
7429603,Entire home/apt,1,0,1.0,0,0,0,0,Republique
7429645,Entire home/apt,1,0,1.0,0,0,0,0,Commerce - Dupleix
7429823,Entire home/apt,5,0,1.0,0,0,0,0,Montmartre
7429882,Entire home/apt,3,0,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7430055,Entire home/apt,5,0,1.0,0,0,0,0,Commerce - Dupleix
7430387,Entire home/apt,1,0,1.0,0,0,0,0,II Arrondissement
7430476,Entire home/apt,3,15,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7431003,Entire home/apt,3,7,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7431031,Entire home/apt,5,2,1.0,0,0,0,0,Bastille
7431109,Entire home/apt,1,0,1.0,0,0,0,0,Montmartre
7431283,Entire home/apt,3,0,1.0,0,0,0,0,Batignolles
7431448,Entire home/apt,3,2,1.0,0,0,0,0,Bastille
7431627,Entire home/apt,3,43,1.0,0,0,0,0,XI Arrondissement
7431733,Entire home/apt,6,29,1.0,0,0,0,0,Chatelet - Les Halles - Beaubourg
7431825,Entire home/apt,3,0,1.0,0,0,0,0,Saint-Lazare
7432118,Entire home/apt,1,2,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7432154,Entire home/apt,2,5,1.0,0,0,0,0,Passy
7432700,Entire home/apt,1,0,1.0,0,0,0,0,Nation
7433116,Private room,3,1,1.0,0,0,0,0,La Chapelle
7433301,Entire home/apt,5,1,1.0,0,0,0,0,Bastille
7434194,Entire home/apt,7,0,1.0,0,0,0,0,Auteuil
7434340,Entire home/apt,2,10,1.0,0,0,0,0,Montmartre
7434348,Entire home/apt,3,2,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7434440,Entire home/apt,1,1,1.0,0,0,0,0,Auteuil
7435924,Entire home/apt,1,0,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7435971,Entire home/apt,2,8,1.0,0,0,0,0,Port-Royal
7436013,Entire home/apt,3,0,1.0,0,0,0,0,Commerce - Dupleix
7436412,Entire home/apt,1,0,1.0,0,0,0,0,Auteuil
7437477,Entire home/apt,7,0,1.0,0,0,0,0,XI Arrondissement
7438337,Entire home/apt,1,0,1.0,0,0,0,0,Montmartre
7441633,Entire home/apt,1,6,1.0,0,0,0,0,Republique
7442047,Entire home/apt,1,0,1.0,0,0,0,0,Port-Royal
7442327,Entire home/apt,1,0,1.0,0,0,0,0,Le Marais
7442357,Entire home/apt,2,2,1.0,0,0,0,0,X Arrondissement
7442418,Entire home/apt,2,17,1.0,0,0,0,0,II Arrondissement
7445021,Entire home/apt,2,62,1.0,0,0,0,0,Porte de Clignancourt
7445141,Entire home/apt,1,0,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7445369,Entire home/apt,1,0,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7446121,Entire home/apt,1,1,1.0,0,0,0,0,Porte de Clignancourt
7446455,Entire home/apt,1,2,1.0,0,0,0,0,Bastille
7447186,Entire home/apt,1,3,1.0,0,0,0,0,Gare du Nord - Gare de I'Est
7447839,Entire home/apt,1,0,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7448131,Private room,5,0,1.0,0,0,0,0,La Chapelle
7448426,Entire home/apt,1,2,1.0,0,0,0,0,XI Arrondissement
7448621,Entire home/apt,1,5,1.0,0,0,0,0,Gare du Nord - Gare de I'Est
7448821,Entire home/apt,1,0,1.0,0,0,0,0,Pigalle - Saint-Georges
7449256,Entire home/apt,1,5,1.0,0,0,0,0,XI Arrondissement
7449449,Entire home/apt,1,0,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7449638,Entire home/apt,1,0,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7449998,Entire home/apt,1,0,1.0,0,0,0,0,Opera - Grands Boulevards
7450252,Entire home/apt,1,0,1.0,0,0,0,0,XI Arrondissement
7450406,Entire home/apt,1,7,1.0,0,0,0,0,Pigalle - Saint-Georges
7450432,Entire home/apt,1,5,1.0,0,0,0,0,Buttes-Chaumont - Belleville
7452936,Entire home/apt,3,7,1.0,0,0,0,0,Bastille
7452983,Entire home/apt,5,0,1.0,0,0,0,0,Commerce - Dupleix
7453280,Entire home/apt,5,1,1.0,0,0,0,0,XI Arrondissement
7453720,Entire home/apt,2,0,1.0,0,0,0,0,Tour Eiffel - Champ de Mars
7453865,Entire home/apt,2,13,1.0,0,0,0,0,XI Arrondissement
7453952,Entire home/apt,7,0,1.0,0,0,0,0,Bastille
7456148,Entire home/apt,5,0,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7456246,Entire home/apt,1,0,1.0,0,0,0,0,Le Marais
7456686,Entire home/apt,5,1,1.0,0,0,0,0,XI Arrondissement
7456942,Entire home/apt,2,15,1.0,0,0,0,0,Pere Lachaise - Menilmontant
7457296,Entire home/apt,3,8,1.0,0,0,0,0,Republique
7457763,Entire home/apt,6,0,1.0,0,0,0,0,Gare de Lyon
7458689,Private room,3,2,1.0,0,0,0,0,Place d'Italie - Quartier Chinois
7458960,Entire home/apt,1,1,1.0,0,0,0,0,Porte de Versailles
7458962,Private room,1,0,1.0,0,0,0,0,Commerce - Dupleix
7459104,Private room,1,0,1.0,0,0,0,0,Bastille
7459632,Entire home/apt,2,11,1.0,0,0,0,0,IX Arrondissement
7463912,Entire home/apt,2,37,1.0,0,0,0,0,Batignolles
